concept_key,preferred_name,semantic_definition,entity_level,value_type,cardinality,structured_shape_ref,source_of_truth_kind,read_contract,write_contract,applicability_kind,owner_candidate,representation_candidate,localization_kind,vocabulary_kind,concept_status,evidence_platforms,evidence_coverage_count,alias_concept_keys,broader_concept_key,conflicts_with_concept_keys,decision_reference,confidence,review_status,review_note
adobe:seo_routing:url_path,"seo routing:url path","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:seo_routing:url_rewrites,"seo routing:url rewrites","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:seo_routing:url_suffix,"seo routing:url suffix","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:storefront_derived_readonly:catalog_service_attributes,"storefront derived readonly:catalog service attributes","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:storefront_derived_readonly:catalog_service_images,"storefront derived readonly:catalog service images","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:storefront_derived_readonly:catalog_service_input_options,"storefront derived readonly:catalog service input options","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:storefront_derived_readonly:catalog_service_links,"storefront derived readonly:catalog service links","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:storefront_derived_readonly:catalog_service_price,"storefront derived readonly:catalog service price","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_catalog_projection,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:storefront_derived_readonly:catalog_service_stock_flags,"storefront derived readonly:catalog service stock flags","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_catalog_projection,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:storefront_derived_readonly:catalog_service_variants,"storefront derived readonly:catalog service variants","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:storefront_derived_readonly:catalog_service_videos,"storefront derived readonly:catalog service videos","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:attribute_option:label,"structure:attribute option:label","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,FieldDictionary,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:attribute_option:swatch_data,"structure:attribute option:swatch data","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,FieldDictionary,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:attribute_option:value,"structure:attribute option:value","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,FieldDictionary,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:attribute_storefront_properties:position,"structure:attribute storefront properties:position","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,ordering_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:attribute_storefront_properties:use_in_layered_navigation,"structure:attribute storefront properties:use in layered navigation","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:attribute_storefront_properties:use_in_product_listing,"structure:attribute storefront properties:use in product listing","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:attribute_storefront_properties:use_in_search_results_layered_navigation,"structure:attribute storefront properties:use in search results layered navigation","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:attribute_storefront_properties:visible_on_catalog_pages,"structure:attribute storefront properties:visible on catalog pages","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
