object_family,subfield,entry_kind,semantic_note,source_surface,write_semantics,review_status
linked_metafield_create_input,namespace,schema_metadata,metafield namespace,admin_graphql_options,WRITE while creating/linking Product option,LEAD_COMPLETENESS_PASS
linked_metafield_create_input,values,structured_capability,allowed/linked values,admin_graphql_options,WRITE while creating/linking Product option,LEAD_COMPLETENESS_PASS
linked_metafield_update_input,key,schema_metadata,metafield key,admin_graphql_options,WRITE while updating linked Product option,LEAD_COMPLETENESS_PASS
linked_metafield_update_input,namespace,schema_metadata,metafield namespace,admin_graphql_options,WRITE while updating linked Product option,LEAD_COMPLETENESS_PASS
variant_option_value_input,id,external_system_metadata,ProductOptionValue GID,admin_graphql_options,WRITE in ProductVariant set/bulk inputs,LEAD_COMPLETENESS_PASS
variant_option_value_input,optionId,external_system_metadata,ProductOption GID,admin_graphql_options,WRITE in ProductVariant set/bulk inputs,LEAD_COMPLETENESS_PASS
variant_option_value_input,optionName,schema_metadata,Product option name selector,admin_graphql_options,WRITE in ProductVariant set/bulk inputs,LEAD_COMPLETENESS_PASS
inventory_item_input,cost,domain_value,InventoryItem unit cost,admin_graphql_inventory,WRITE via InventoryItemInput / inventoryItemUpdate / nested variant writes,LEAD_COMPLETENESS_PASS
inventory_item_input,countryCodeOfOrigin,domain_value,country of origin,admin_graphql_inventory,WRITE via InventoryItemInput / inventoryItemUpdate / nested variant writes,LEAD_COMPLETENESS_PASS
inventory_item_input,countryHarmonizedSystemCodes,structured_capability,country-specific HS codes,admin_graphql_inventory,WRITE via InventoryItemInput / inventoryItemUpdate / nested variant writes,LEAD_COMPLETENESS_PASS
inventory_item_input,harmonizedSystemCode,domain_value,harmonized system code,admin_graphql_inventory,WRITE via InventoryItemInput / inventoryItemUpdate / nested variant writes,LEAD_COMPLETENESS_PASS
inventory_item_input,measurement,structured_capability,weight/measurement input,admin_graphql_inventory,WRITE via InventoryItemInput / inventoryItemUpdate / nested variant writes,LEAD_COMPLETENESS_PASS
inventory_item_input,provinceCodeOfOrigin,domain_value,province/state of origin,admin_graphql_inventory,WRITE via InventoryItemInput / inventoryItemUpdate / nested variant writes,LEAD_COMPLETENESS_PASS
inventory_item_input,requiresShipping,domain_value,requires shipping flag,admin_graphql_inventory,WRITE via InventoryItemInput / inventoryItemUpdate / nested variant writes,LEAD_COMPLETENESS_PASS
inventory_item_input,sku,semantic_field,variant SKU stored on InventoryItem,admin_graphql_inventory,WRITE via InventoryItemInput / inventoryItemUpdate / nested variant writes,LEAD_COMPLETENESS_PASS
inventory_item_input,tracked,domain_value,inventory tracking flag,admin_graphql_inventory,WRITE via InventoryItemInput / inventoryItemUpdate / nested variant writes,LEAD_COMPLETENESS_PASS
product_set_inventory_input,locationId,connector_context,Location GID,admin_graphql_product_set,WRITE nested in ProductVariantSetInput.inventoryQuantities,LEAD_COMPLETENESS_PASS
product_set_inventory_input,name,domain_value,inventory quantity-state name,admin_graphql_product_set,WRITE nested in ProductVariantSetInput.inventoryQuantities,LEAD_COMPLETENESS_PASS
product_set_inventory_input,quantity,domain_value,quantity at location/state,admin_graphql_product_set,WRITE nested in ProductVariantSetInput.inventoryQuantities,LEAD_COMPLETENESS_PASS
inventory_set_quantities_input,name,domain_value,quantity-state name (current schema accepts available/on_hand),admin_graphql_inventory_mutations,WRITE via inventorySetQuantities; consequential absolute set,LEAD_COMPLETENESS_PASS
inventory_set_quantities_input,quantities,structured_capability,InventoryQuantityInput list,admin_graphql_inventory_mutations,WRITE via inventorySetQuantities; consequential absolute set,LEAD_COMPLETENESS_PASS
inventory_set_quantities_input,reason,connector_context,inventory adjustment reason/audit context,admin_graphql_inventory_mutations,WRITE via inventorySetQuantities; consequential absolute set,LEAD_COMPLETENESS_PASS
inventory_set_quantities_input,referenceDocumentUri,connector_context,source document URI for audit trail,admin_graphql_inventory_mutations,WRITE via inventorySetQuantities; consequential absolute set,LEAD_COMPLETENESS_PASS
inventory_change_input,changeFromQuantity,domain_value,CAS expected quantity; explicit null allowed only per source-of-truth policy,admin_graphql_inventory_mutations,nested in InventoryAdjustQuantitiesInput; delta adjustment,LEAD_COMPLETENESS_PASS
inventory_change_input,ledgerDocumentUri,connector_context,ledger document URI for this change,admin_graphql_inventory_mutations,nested in InventoryAdjustQuantitiesInput; delta adjustment,LEAD_COMPLETENESS_PASS
inventory_adjust_quantities_input,changes,structured_capability,InventoryChangeInput list,admin_graphql_inventory_mutations,WRITE via inventoryAdjustQuantities; idempotency directive required in current version,LEAD_COMPLETENESS_PASS
inventory_adjust_quantities_input,name,domain_value,quantity-state name,admin_graphql_inventory_mutations,WRITE via inventoryAdjustQuantities; idempotency directive required in current version,LEAD_COMPLETENESS_PASS
inventory_adjust_quantities_input,reason,connector_context,inventory adjustment reason/audit context,admin_graphql_inventory_mutations,WRITE via inventoryAdjustQuantities; idempotency directive required in current version,LEAD_COMPLETENESS_PASS
inventory_adjust_quantities_input,referenceDocumentUri,connector_context,source document URI for audit trail,admin_graphql_inventory_mutations,WRITE via inventoryAdjustQuantities; idempotency directive required in current version,LEAD_COMPLETENESS_PASS
metafield_input,id,external_system_metadata,Metafield GID,admin_graphql_metafields,WRITE nested in owner create/update inputs,LEAD_COMPLETENESS_PASS
metafield_input,key,schema_metadata,metafield key,admin_graphql_metafields,WRITE nested in owner create/update inputs,LEAD_COMPLETENESS_PASS
metafield_input,namespace,schema_metadata,metafield namespace,admin_graphql_metafields,WRITE nested in owner create/update inputs,LEAD_COMPLETENESS_PASS
metafield_input,type,schema_metadata,metafield type when definition does not supply it,admin_graphql_metafields,WRITE nested in owner create/update inputs,LEAD_COMPLETENESS_PASS
metafield_input,value,semantic_field,typed value serialized as Shopify string representation,admin_graphql_metafields,WRITE nested in owner create/update inputs,LEAD_COMPLETENESS_PASS
metafields_set_input,compareDigest,connector_context,optimistic concurrency digest,admin_graphql_metafields,WRITE via metafieldsSet; compareDigest provides CAS-style protection when used,LEAD_COMPLETENESS_PASS
metafields_set_input,key,schema_metadata,metafield key,admin_graphql_metafields,WRITE via metafieldsSet; compareDigest provides CAS-style protection when used,LEAD_COMPLETENESS_PASS
metafields_set_input,namespace,schema_metadata,metafield namespace,admin_graphql_metafields,WRITE via metafieldsSet; compareDigest provides CAS-style protection when used,LEAD_COMPLETENESS_PASS
metafields_set_input,ownerId,external_system_metadata,owner resource GID,admin_graphql_metafields,WRITE via metafieldsSet; compareDigest provides CAS-style protection when used,LEAD_COMPLETENESS_PASS
metafields_set_input,type,schema_metadata,metafield type when required,admin_graphql_metafields,WRITE via metafieldsSet; compareDigest provides CAS-style protection when used,LEAD_COMPLETENESS_PASS
metafields_set_input,value,semantic_field,typed value serialized as Shopify string representation,admin_graphql_metafields,WRITE via metafieldsSet; compareDigest provides CAS-style protection when used,LEAD_COMPLETENESS_PASS
collection_update_input,descriptionHtml,semantic_field,Collection rich description,admin_graphql_collection_sources,WRITE via collectionUpdate,LEAD_COMPLETENESS_PASS
collection_update_input,handle,connector_context,Collection URL handle,admin_graphql_collection_sources,WRITE via collectionUpdate,LEAD_COMPLETENESS_PASS
collection_update_input,id,external_system_metadata,Collection GID,admin_graphql_collection_sources,WRITE via collectionUpdate,LEAD_COMPLETENESS_PASS
collection_update_input,image,structured_capability,Collection image input,admin_graphql_collection_sources,WRITE via collectionUpdate,LEAD_COMPLETENESS_PASS
collection_update_input,metafields,structured_capability,Collection metafields,admin_graphql_collection_sources,WRITE via collectionUpdate,LEAD_COMPLETENESS_PASS
collection_update_input,redirectNewHandle,connector_context,old-handle redirect behavior,admin_graphql_collection_sources,WRITE via collectionUpdate,LEAD_COMPLETENESS_PASS
collection_update_input,seo,structured_capability,Collection SEO input,admin_graphql_collection_sources,WRITE via collectionUpdate,LEAD_COMPLETENESS_PASS
collection_update_input,sortOrder,domain_value,Collection product sort order,admin_graphql_collection_sources,WRITE via collectionUpdate,LEAD_COMPLETENESS_PASS
collection_update_input,sourcesToCreate,structured_capability,new collection source definitions,admin_graphql_collection_sources,WRITE via collectionUpdate,LEAD_COMPLETENESS_PASS
collection_update_input,sourcesToDelete,structured_capability,collection source IDs to delete,admin_graphql_collection_sources,WRITE via collectionUpdate,LEAD_COMPLETENESS_PASS
collection_update_input,sourcesToUpdate,structured_capability,collection source updates,admin_graphql_collection_sources,WRITE via collectionUpdate,LEAD_COMPLETENESS_PASS
collection_update_input,templateSuffix,connector_context,theme template suffix,admin_graphql_collection_sources,WRITE via collectionUpdate,LEAD_COMPLETENESS_PASS
collection_update_input,title,semantic_field,Collection title,admin_graphql_collection_sources,WRITE via collectionUpdate,LEAD_COMPLETENESS_PASS
publication_input,channelId,connector_context,legacy/current channel selector exposed by PublicationInput,admin_graphql_publication,WRITE via publishable publication operations where accepted,LEAD_COMPLETENESS_PASS
publication_create_input,autoPublish,connector_context,whether new products auto-publish,admin_graphql_publication,WRITE via publicationCreate,LEAD_COMPLETENESS_PASS
publication_create_input,catalogId,connector_context,Catalog GID,admin_graphql_publication,WRITE via publicationCreate,LEAD_COMPLETENESS_PASS
publication_create_input,defaultState,connector_context,default publication state,admin_graphql_publication,WRITE via publicationCreate,LEAD_COMPLETENESS_PASS
publication_update_input,autoPublish,connector_context,whether new products auto-publish,admin_graphql_publication,WRITE via publicationUpdate,LEAD_COMPLETENESS_PASS
publication_update_input,publishablesToAdd,structured_capability,resources to add,admin_graphql_publication,WRITE via publicationUpdate,LEAD_COMPLETENESS_PASS
publication_update_input,publishablesToRemove,structured_capability,resources to remove,admin_graphql_publication,WRITE via publicationUpdate,LEAD_COMPLETENESS_PASS
price_list_update_input,catalogId,connector_context,Catalog GID,admin_graphql_pricelists,WRITE via priceListUpdate,LEAD_COMPLETENESS_PASS
price_list_update_input,currency,domain_value,PriceList currency,admin_graphql_pricelists,WRITE via priceListUpdate,LEAD_COMPLETENESS_PASS
price_list_update_input,name,connector_context,PriceList name,admin_graphql_pricelists,WRITE via priceListUpdate,LEAD_COMPLETENESS_PASS
price_list_update_input,parent,structured_capability,relative adjustment parent,admin_graphql_pricelists,WRITE via priceListUpdate,LEAD_COMPLETENESS_PASS
price_list_parent_update_input,adjustment,structured_capability,relative price adjustment,admin_graphql_pricelists,WRITE via PriceListParentUpdateInput,LEAD_COMPLETENESS_PASS
price_list_parent_update_input,settings,structured_capability,compare-at adjustment settings,admin_graphql_pricelists,WRITE via PriceListParentUpdateInput,LEAD_COMPLETENESS_PASS
quantity_pricing_by_variant_update_input,pricesToAdd,structured_capability,QuantityPricingByVariantUpdateInput.pricesToAdd,admin_graphql_pricelists,WRITE via quantityPricingByVariantUpdate; batch replacement/add/delete semantics must be certified,LEAD_COMPLETENESS_PASS
quantity_pricing_by_variant_update_input,pricesToDeleteByVariantId,structured_capability,QuantityPricingByVariantUpdateInput.pricesToDeleteByVariantId,admin_graphql_pricelists,WRITE via quantityPricingByVariantUpdate; batch replacement/add/delete semantics must be certified,LEAD_COMPLETENESS_PASS
quantity_pricing_by_variant_update_input,quantityPriceBreaksToAdd,structured_capability,QuantityPricingByVariantUpdateInput.quantityPriceBreaksToAdd,admin_graphql_pricelists,WRITE via quantityPricingByVariantUpdate; batch replacement/add/delete semantics must be certified,LEAD_COMPLETENESS_PASS
quantity_pricing_by_variant_update_input,quantityPriceBreaksToDelete,structured_capability,QuantityPricingByVariantUpdateInput.quantityPriceBreaksToDelete,admin_graphql_pricelists,WRITE via quantityPricingByVariantUpdate; batch replacement/add/delete semantics must be certified,LEAD_COMPLETENESS_PASS
quantity_pricing_by_variant_update_input,quantityPriceBreaksToDeleteByVariantId,structured_capability,QuantityPricingByVariantUpdateInput.quantityPriceBreaksToDeleteByVariantId,admin_graphql_pricelists,WRITE via quantityPricingByVariantUpdate; batch replacement/add/delete semantics must be certified,LEAD_COMPLETENESS_PASS
quantity_pricing_by_variant_update_input,quantityRulesToAdd,structured_capability,QuantityPricingByVariantUpdateInput.quantityRulesToAdd,admin_graphql_pricelists,WRITE via quantityPricingByVariantUpdate; batch replacement/add/delete semantics must be certified,LEAD_COMPLETENESS_PASS
quantity_pricing_by_variant_update_input,quantityRulesToDeleteByVariantId,structured_capability,QuantityPricingByVariantUpdateInput.quantityRulesToDeleteByVariantId,admin_graphql_pricelists,WRITE via quantityPricingByVariantUpdate; batch replacement/add/delete semantics must be certified,LEAD_COMPLETENESS_PASS
delivery_profile_input,conditionsToDelete,structured_capability,delivery condition IDs to delete,admin_graphql_delivery_profiles,WRITE via deliveryProfileCreate/update; nested array limits/ownership rules apply,LEAD_COMPLETENESS_PASS
