shopify_object,shopify_key_or_capability,entry_kind,cluster,api_version_scope,source_surface,read_semantics,write_semantics,platform_owner_candidate,representation_candidate,review_status
DeliveryRateGroupConditions,originLocationsCount,derived_projection,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,system-owned derived count,Fulfillment/shipping channel context,DeliveryRateGroupConditions.originLocationsCount,LEAD_COMPLETENESS_PASS
DeliveryFlatRate,id,external_system_metadata,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,system-owned external identity,Fulfillment/shipping channel context,DeliveryFlatRate.id,LEAD_COMPLETENESS_PASS
DeliveryFlatRate,price,domain_value,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,WRITE through corresponding 2026-07 market-driven shipping input where mutable,Fulfillment/shipping channel context,DeliveryFlatRate.price,LEAD_COMPLETENESS_PASS
DeliveryFlatRate,transitTimeMaxSeconds,domain_value,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,WRITE through corresponding 2026-07 market-driven shipping input where mutable,Fulfillment/shipping channel context,DeliveryFlatRate.transitTimeMaxSeconds,LEAD_COMPLETENESS_PASS
DeliveryFlatRate,transitTimeMinSeconds,domain_value,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,WRITE through corresponding 2026-07 market-driven shipping input where mutable,Fulfillment/shipping channel context,DeliveryFlatRate.transitTimeMinSeconds,LEAD_COMPLETENESS_PASS
DeliveryValueBasedRate,id,external_system_metadata,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,system-owned external identity,Fulfillment/shipping channel context,DeliveryValueBasedRate.id,LEAD_COMPLETENESS_PASS
DeliveryValueBasedRate,maxValue,connector_context,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,WRITE through corresponding 2026-07 market-driven shipping input where mutable,Fulfillment/shipping channel context,DeliveryValueBasedRate.maxValue,LEAD_COMPLETENESS_PASS
DeliveryValueBasedRate,minValue,connector_context,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,WRITE through corresponding 2026-07 market-driven shipping input where mutable,Fulfillment/shipping channel context,DeliveryValueBasedRate.minValue,LEAD_COMPLETENESS_PASS
DeliveryValueBasedRate,price,domain_value,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,WRITE through corresponding 2026-07 market-driven shipping input where mutable,Fulfillment/shipping channel context,DeliveryValueBasedRate.price,LEAD_COMPLETENESS_PASS
DeliveryValueBasedRate,transitTimeMaxSeconds,domain_value,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,WRITE through corresponding 2026-07 market-driven shipping input where mutable,Fulfillment/shipping channel context,DeliveryValueBasedRate.transitTimeMaxSeconds,LEAD_COMPLETENESS_PASS
DeliveryValueBasedRate,transitTimeMinSeconds,domain_value,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,WRITE through corresponding 2026-07 market-driven shipping input where mutable,Fulfillment/shipping channel context,DeliveryValueBasedRate.transitTimeMinSeconds,LEAD_COMPLETENESS_PASS
DeliveryWeightBasedRate,id,external_system_metadata,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,system-owned external identity,Fulfillment/shipping channel context,DeliveryWeightBasedRate.id,LEAD_COMPLETENESS_PASS
DeliveryWeightBasedRate,maxWeight,domain_value,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,WRITE through corresponding 2026-07 market-driven shipping input where mutable,Fulfillment/shipping channel context,DeliveryWeightBasedRate.maxWeight,LEAD_COMPLETENESS_PASS
DeliveryWeightBasedRate,minWeight,domain_value,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,WRITE through corresponding 2026-07 market-driven shipping input where mutable,Fulfillment/shipping channel context,DeliveryWeightBasedRate.minWeight,LEAD_COMPLETENESS_PASS
DeliveryWeightBasedRate,price,domain_value,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,WRITE through corresponding 2026-07 market-driven shipping input where mutable,Fulfillment/shipping channel context,DeliveryWeightBasedRate.price,LEAD_COMPLETENESS_PASS
DeliveryWeightBasedRate,transitTimeMaxSeconds,domain_value,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,WRITE through corresponding 2026-07 market-driven shipping input where mutable,Fulfillment/shipping channel context,DeliveryWeightBasedRate.transitTimeMaxSeconds,LEAD_COMPLETENESS_PASS
DeliveryWeightBasedRate,transitTimeMinSeconds,domain_value,market_delivery_shipping,2026-07,admin_graphql_catalogs_markets,READ from Market.delivery.shipping / shipping option graph,WRITE through corresponding 2026-07 market-driven shipping input where mutable,Fulfillment/shipping channel context,DeliveryWeightBasedRate.transitTimeMinSeconds,LEAD_COMPLETENESS_PASS
MarketConditions,channelsCondition,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,MarketConditions.channelsCondition,LEAD_COMPLETENESS_PASS
MarketConditions,companyLocationsCondition,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,MarketConditions.companyLocationsCondition,LEAD_COMPLETENESS_PASS
MarketConditions,conditionTypes,derived_projection,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,system-owned/derived market condition projection,Connector/channel market context,MarketConditions.conditionTypes,LEAD_COMPLETENESS_PASS
MarketConditions,locationsCondition,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,MarketConditions.locationsCondition,LEAD_COMPLETENESS_PASS
MarketConditions,regionsCondition,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,MarketConditions.regionsCondition,LEAD_COMPLETENESS_PASS
MarketRegion,id,external_system_metadata,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,system-owned external identity,Connector/channel market context,MarketRegion.id,LEAD_COMPLETENESS_PASS
MarketRegion,name,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,MarketRegion.name,LEAD_COMPLETENESS_PASS
MarketRegionCountry,code,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,MarketRegionCountry.code,LEAD_COMPLETENESS_PASS
MarketRegionCountry,currency,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,MarketRegionCountry.currency,LEAD_COMPLETENESS_PASS
MarketRegionCountry,id,external_system_metadata,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,system-owned external identity,Connector/channel market context,MarketRegionCountry.id,LEAD_COMPLETENESS_PASS
MarketRegionCountry,name,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,MarketRegionCountry.name,LEAD_COMPLETENESS_PASS
MarketRegionSubdivision,code,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,MarketRegionSubdivision.code,LEAD_COMPLETENESS_PASS
MarketRegionSubdivision,country,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,MarketRegionSubdivision.country,LEAD_COMPLETENESS_PASS
MarketRegionSubdivision,id,external_system_metadata,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,system-owned external identity,Connector/channel market context,MarketRegionSubdivision.id,LEAD_COMPLETENESS_PASS
MarketRegionSubdivision,name,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,MarketRegionSubdivision.name,LEAD_COMPLETENESS_PASS
ChannelsCondition,applicationLevel,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,ChannelsCondition.applicationLevel,LEAD_COMPLETENESS_PASS
ChannelsCondition,channels,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,ChannelsCondition.channels,LEAD_COMPLETENESS_PASS
ChannelsCondition,channelsCount,derived_projection,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,system-owned/derived market condition projection,Connector/channel market context,ChannelsCondition.channelsCount,LEAD_COMPLETENESS_PASS
CompanyLocationsCondition,applicationLevel,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,CompanyLocationsCondition.applicationLevel,LEAD_COMPLETENESS_PASS
CompanyLocationsCondition,companyLocations,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,CompanyLocationsCondition.companyLocations,LEAD_COMPLETENESS_PASS
LocationsCondition,applicationLevel,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,LocationsCondition.applicationLevel,LEAD_COMPLETENESS_PASS
LocationsCondition,locations,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,LocationsCondition.locations,LEAD_COMPLETENESS_PASS
RegionsCondition,applicationLevel,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,RegionsCondition.applicationLevel,LEAD_COMPLETENESS_PASS
RegionsCondition,regions,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ from Market.conditions / region condition graph,WRITE through MarketCreateInput/MarketUpdateInput conditions where supported,Connector/channel market context,RegionsCondition.regions,LEAD_COMPLETENESS_PASS
